spouts,max_spout,spout_wait,spliters,counters,netty_min_wait,$<throughput
1,10000,10,1,3,100,4.263846842621413
1,10000,10,1,3,1000,4.4974139869575
1,10000,10,1,6,10,4.2889003259564245
1,10000,10,1,6,100,3.7097492209526637
1,10000,10,1,6,1000,4.19129049834444
1,10000,10,1,12,10,3.8925652004671076
1,10000,10,1,12,100,3.8662284941040017
1,10000,10,1,12,1000,4.152134196977246
1,10000,10,2,1,10,25.147742990066643
1,10000,10,2,1,100,24.251242876197406
1,10000,10,2,1,1000,24.41883180308654
1,10000,10,2,3,10,7.038288288288288
1,10000,10,2,3,100,8.227067050596462
1,10000,10,2,3,1000,7.097232079488999
1,10000,10,2,6,10,3.9886721710342625
1,10000,10,2,6,100,3.762510346903454
1,10000,10,2,6,1000,4.394252317968098
1,10000,10,2,12,10,3.5458478122118997
1,10000,10,2,12,100,2.959981056121241
1,10000,10,2,12,1000,3.297065611605671
1,10000,10,3,1,10,21.07037505267594
1,10000,10,3,1,100,20.60920819422118
1,10000,10,3,1,1000,21.546616103940874
1,10000,10,3,3,10,6.08198515995621
1,10000,10,3,3,100,5.4433618202601926
1,10000,10,3,3,1000,5.438920918089851
1,10000,10,3,6,10,5.6436593487217115
1,10000,10,3,6,100,6.58197854274995
1,10000,10,3,6,1000,5.960185957801883
1,10000,10,3,12,10,6.710058377507885
1,10000,10,3,12,100,5.208333333333333
1,10000,10,3,12,1000,5.70287995437696
1,10000,10,6,1,10,20.631744001320435
1,10000,10,6,1,100,20.03807233744114
1,10000,10,6,1,1000,21.5745075618649
1,10000,10,6,3,10,4.0277106492669565
1,10000,10,6,3,100,4.324511330219686
1,10000,10,6,3,1000,4.061903407936959
1,10000,10,6,6,10,3.3582966719279983
1,10000,10,6,6,100,3.7720191618573424
1,10000,10,6,6,1000,3.6960378474275575
1,10000,10,6,12,10,3.321707357581797
1,10000,10,6,12,100,3.4468495794843514
1,10000,10,6,12,1000,3.89089918680207
1,10000,100,1,1,10,20.451988955925962
1,10000,100,1,1,100,21.045542554087042
1,10000,100,1,1,1000,21.97029615959223
1,10000,100,1,3,10,4.227078665933973
1,10000,100,1,3,100,4.366240230537485
1,10000,100,1,3,1000,4.338771259979174
1,10000,100,1,6,10,4.279905842071474
1,10000,100,1,6,100,4.399278518322995
1,10000,100,1,6,1000,4.215673875468994
1,10000,100,1,12,10,4.043344654698367
1,10000,100,1,12,100,4.007052412245552
1,10000,100,1,12,1000,4.019131063863993
1,10000,100,2,1,10,21.58894645941278
1,10000,100,2,1,100,22.205937867785845
1,10000,100,2,1,1000,22.265764161026006
1,10000,100,2,3,10,6.0368246302444915
1,10000,100,2,3,100,6.551362683438155
1,10000,100,2,3,1000,6.635700066357001
1,10000,100,2,6,10,3.1318509238960224
1,10000,100,2,6,100,3.114294612270321
1,10000,100,2,6,1000,3.539572419651706
1,10000,100,2,12,10,2.909514111143439
1,10000,100,2,12,100,3.0788177339901477
1,10000,100,2,12,1000,2.9571800331204163
1,10000,100,3,1,10,23.40330922792483
1,10000,100,3,1,100,21.67645719983526
1,10000,100,3,1,1000,22.192632046160675
1,10000,100,3,3,10,6.585446163977609
1,10000,100,3,3,100,6.119951040391677
1,10000,100,3,3,1000,5.846585594013097
1,10000,100,3,6,10,6.274312962730581
1,10000,100,3,6,100,5.6711847104860205
1,10000,100,3,6,1000,6.825472663981981
1,10000,100,3,12,10,6.633499170812604
1,10000,100,3,12,100,7.45489786789921
1,10000,100,3,12,1000,6.10016470444702
1,10000,100,6,1,10,17.460234316344525
1,10000,100,6,1,100,18.190086402910413
1,10000,100,6,1,1000,17.31451822353043
1,10000,100,6,3,10,4.08513419665836
1,10000,100,6,3,100,3.8638383370039797
1,10000,100,6,3,1000,4.211412929037692
1,10000,100,6,6,10,3.8587690526721974
1,10000,100,6,6,100,3.372453797382976
1,10000,100,6,6,1000,3.7054878274724867
1,10000,100,6,12,10,3.5607463324312776
1,10000,100,6,12,100,3.9214148464766088
1,10000,100,6,12,1000,3.763501561853148
3,1,1,1,1,10,17.328619948707285
3,1,1,1,1,100,16.370631087828436
3,1,1,1,1,1000,16.6602802259134
3,1,1,1,3,10,17.200749952697937
3,1,1,1,3,100,16.49892756970797
3,1,1,1,3,1000,16.328663335619346
3,1,1,1,6,10,17.062517062517063
3,1,1,1,6,100,17.053787646236227
3,1,1,1,6,1000,16.872511304582574
3,1,1,1,12,10,17.6146271864156
3,1,1,1,12,100,18.250839538618777
3,1,1,1,12,1000,17.931430210873618
3,1,1,2,1,10,15.770880645975272
3,1,1,2,1,100,15.108935424409996
3,1,1,2,1,1000,17.183902120493524
3,1,1,2,3,10,15.411407523849153
3,1,1,2,3,100,15.216299700238897
3,1,1,2,3,1000,15.453800862322089
3,1,1,2,6,10,15.90988640341108
3,1,1,2,6,100,15.76913979342427
3,1,1,2,6,1000,15.689473931939062
3,1,1,2,12,10,16.35483448907497
3,1,1,2,12,100,16.673336001067092
3,1,1,2,12,1000,16.811243359558873
3,1,1,3,1,10,13.35630617996287
3,1,1,3,1,100,12.952025696818982
3,1,1,3,1,1000,13.34668001334668
3,1,1,3,3,10,13.55031911001504
3,1,1,3,3,100,13.417955908596884
3,1,1,3,3,1000,14.356471179384107
3,1,1,3,6,10,15.582391897156214
3,1,1,3,6,100,14.771266931564721
3,1,1,3,6,1000,14.213024815941328
3,1,1,3,12,10,15.80128306418481
3,1,1,3,12,100,15.410220057942428
3,1,1,3,12,1000,14.892476320962649
3,1,1,6,1,10,13.703510839477074
3,1,1,6,1,100,13.280388849785522
3,1,1,6,1,1000,13.960436124024513
3,1,1,6,3,10,14.331575326759916
3,1,1,6,3,100,13.741548947397352
3,1,1,6,3,1000,14.622448382757208
3,1,1,6,6,10,14.760147601476016
3,1,1,6,6,100,14.848250876046801
3,1,1,6,6,1000,15.666123574382755
3,1,1,6,12,10,15.563960094006319
3,1,1,6,12,100,14.818327307213563
3,1,1,6,12,1000,15.229044834307993
3,1,2,1,1,10,18.587360594795538
3,1,2,1,1,100,17.74717376257831
3,1,2,1,1,1000,18.243181610872938
3,1,2,1,3,10,18.003420649923484
3,1,2,1,3,100,18.23320266204759
3,1,2,1,3,1000,18.33449451798614
3,1,2,1,6,10,19.762064740524092
3,1,2,1,6,100,17.966869093391786
3,1,2,1,6,1000,18.445760242008372
3,1,2,1,12,10,18.865788778628833
3,1,2,1,12,100,20.149915370355444
3,1,2,1,12,1000,19.078508060669655
3,1,2,2,1,10,16.56424442199069
3,1,2,2,1,100,17.085839256424276
3,1,2,2,1,1000,18.170585456263403
3,1,2,2,3,10,16.860278869012493
3,1,2,2,3,100,17.301636734835114
3,1,2,2,3,1000,17.32531748644294
3,1,2,2,6,10,17.753160062491123
3,1,2,2,6,100,17.964932451853983
3,1,2,2,6,1000,18.24950726330389
3,1,2,2,12,10,18.157058556513846
3,1,2,2,12,100,18.13631252493743
3,1,2,2,12,1000,18.40773124712379
3,1,2,3,1,10,15.26158354190831
3,1,2,3,1,100,15.89345030912761
3,1,2,3,1,1000,14.832613951556684
3,1,2,3,3,10,16.329463250542954
3,1,2,3,3,100,17.062517062517063
3,1,2,3,3,1000,16.090363481311044
3,1,2,3,6,10,16.082858888996107
3,1,2,3,6,100,17.385559554234256
3,1,2,3,6,1000,16.179658932789696
3,1,2,3,12,10,16.797688638043407
3,1,2,3,12,100,17.6531855173266
3,1,2,3,12,1000,17.608113818847727
3,1,2,6,1,10,15.395747694486783
3,1,2,6,1,100,14.894694509815603
3,1,2,6,1,1000,15.533980582524272
3,1,2,6,3,10,15.275571306366858
3,1,2,6,3,100,16.045698148326434
3,1,2,6,3,1000,15.674718246939511
3,1,2,6,6,10,16.334798020222483
3,1,2,6,6,100,16.56561640658649
3,1,2,6,6,1000,16.965830816735096
3,1,2,6,12,10,17.189218921892188
3,1,2,6,12,100,17.070963997336932
3,1,2,6,12,1000,17.12651355563548
3,1,3,1,1,10,20.646226902033654
3,1,3,1,1,100,20.09727079062663
3,1,3,1,1,1000,20.735702732965617
3,1,3,1,3,10,20.98988287645355
3,1,3,1,3,100,20.333055448242206
3,1,3,1,3,1000,20.41316240712011
3,1,3,1,6,10,20.739143058608818
3,1,3,1,6,100,22.63262719536484
3,1,3,1,6,1000,20.996052742084487
3,1,3,1,12,10,21.639869295189456
3,1,3,1,12,100,22.10677572676025
3,1,3,1,12,1000,22.27965421976651
3,1,3,2,1,10,18.446100494355495
3,1,3,2,1,100,18.372221201543265
3,1,3,2,1,1000,18.83913264633296
3,1,3,2,3,10,19.05052198430237
3,1,3,2,3,100,18.832037061448936
3,1,3,2,3,1000,18.96993265673907
3,1,3,2,6,10,19.950920734991918
3,1,3,2,6,100,19.48444167332385
3,1,3,2,6,1000,19.645979450305493
3,1,3,2,12,10,19.677679608020625
3,1,3,2,12,100,19.9001014905176
3,1,3,2,12,1000,20.03807233744114
3,1,3,3,1,10,16.49702228747711
3,1,3,3,1,100,16.49865535958819
3,1,3,3,1,1000,16.73416111650323
3,1,3,3,3,10,17.05262439889499
3,1,3,3,3,100,17.142661226728837
3,1,3,3,3,1000,17.400080040368184
3,1,3,3,6,10,18.2768578425997
3,1,3,3,6,100,18.182148766341207
3,1,3,3,6,1000,17.271455465552084
3,1,3,3,12,10,18.46415184918481
3,1,3,3,12,100,18.599114682141128
3,1,3,3,12,1000,18.606381989022236
3,1,3,6,1,10,16.5694591728526
3,1,3,6,1,100,16.97648756472286
3,1,3,6,1,1000,17.001309100800764
3,1,3,6,3,10,17.432536085349696
3,1,3,6,3,100,17.420388823078532
3,1,3,6,3,1000,18.462106526354656
3,1,3,6,6,10,18.536024764129085
3,1,3,6,6,100,18.63411907202087
3,1,3,6,6,1000,18.915391454026143
3,1,3,6,12,10,19.158189167959844
3,1,3,6,12,100,18.832037061448936
3,1,3,6,12,1000,18.790634747641775
3,1,10,1,1,10,37.9290726341741
3,1,10,1,1,100,36.29500580720093
3,1,10,1,1,1000,37.149862545508576
3,1,10,1,3,10,38.719169860998186
3,1,10,1,3,100,36.405999708752
3,1,10,1,3,1000,36.255528968167646
3,1,10,1,6,10,36.40334910811794
3,1,10,1,6,100,38.2043935052531
3,1,10,1,6,1000,38.00691725894113
3,1,10,1,12,10,36.87043728338618
3,1,10,1,12,100,36.5724317009838
3,1,10,1,12,1000,37.606709036892184
3,1,10,2,1,10,36.95764653706852
3,1,10,2,1,100,38.621968175498225
3,1,10,2,1,1000,38.31417624521073
3,1,10,2,3,10,35.907932062192536
3,1,10,2,3,100,36.66226719460332
3,1,10,2,3,1000,36.03343903142116
3,1,10,2,6,10,37.06174486694834
3,1,10,2,6,100,38.66079022655223
3,1,10,2,6,1000,37.64635018634943
3,1,10,2,12,10,36.43252696006995
3,1,10,2,12,100,36.94808793644929
3,1,10,2,12,1000,37.58691975192633
3,1,10,3,1,10,37.03155088135091
3,1,10,3,1,100,37.00688328029014
3,1,10,3,1,1000,36.77552221241542
3,1,10,3,3,10,36.51634106262552
3,1,10,3,3,100,35.74492422076065
3,1,10,3,3,1000,36.93444136657433
3,1,10,3,6,10,36.67436828400631
3,1,10,3,6,100,36.49768239716778
3,1,10,3,6,1000,36.80394538294505
3,1,10,3,12,10,37.82434374763598
3,1,10,3,12,100,37.06586604396011
3,1,10,3,12,1000,37.277268321777385
3,1,10,6,1,10,36.49768239716778
3,1,10,6,1,100,36.391426179991996
3,1,10,6,1,1000,37.020583444395086
3,1,10,6,3,10,37.144342916573805
3,1,10,6,3,100,36.62332906061161
3,1,10,6,3,1000,37.37200089692802
3,1,10,6,6,10,36.84462621126709
3,1,10,6,6,100,37.705968854869724
3,1,10,6,6,1000,37.553043674189794
3,1,10,6,12,10,36.60188133670071
3,1,10,6,12,100,38.17085273685014
3,1,10,6,12,1000,36.980880884582675
3,1,100,1,1,10,369.4262809856293
3,1,100,1,1,100,377.1876885938443
3,1,100,1,1,1000,352.9204164460914
3,1,100,1,3,10,345.0536558434837
3,1,100,1,3,100,372.31468036784696
3,1,100,1,3,1000,350.33632286995515
3,1,100,1,6,10,357.8969972441931
3,1,100,1,6,100,353.98230088495575
3,1,100,1,6,1000,368.1614019586186
3,1,100,1,12,10,368.6771862557145
3,1,100,1,12,100,351.8896474065733
3,1,100,1,12,1000,348.2015390508026
3,1,100,2,1,10,344.6849579484351
3,1,100,2,1,100,350.80333964779345
3,1,100,2,1,1000,367.0532961385993
3,1,100,2,3,10,356.2395354636458
3,1,100,2,3,100,391.86488498765624
3,1,100,2,3,1000,368.75875802050297
3,1,100,2,6,10,367.5659780930677
3,1,100,2,6,100,371.6643127926856
3,1,100,2,6,1000,358.42293906810033
3,1,100,2,12,10,336.49639948852547
3,1,100,2,12,100,360.0230414746544
3,1,100,2,12,1000,369.26258262250286
3,1,100,3,1,10,373.74794438630585
3,1,100,3,1,100,353.9447138356989
3,1,100,3,1,1000,337.6211215773659
3,1,100,3,3,10,370.79609922503613
3,1,100,3,3,100,371.3192974638892
3,1,100,3,3,1000,365.3501881553469
3,1,100,3,6,10,357.5898444484177
3,1,100,3,6,100,352.84570057513844
3,1,100,3,6,1000,375.1500600240096
3,1,100,3,12,10,381.4173468609352
3,1,100,3,12,100,378.44383893430216
3,1,100,3,12,1000,332.81192797949876
3,1,100,6,1,10,324.054570789721
3,1,100,6,1,100,372.1484127870195
3,1,100,6,1,1000,357.93542844870785
3,1,100,6,3,10,341.88034188034186
3,1,100,6,3,100,350.1891021151422
3,1,100,6,3,1000,359.1051100657162
3,1,100,6,6,10,361.7028972402069
3,1,100,6,6,100,371.91312109491224
3,1,100,6,6,1000,358.5000358500036
3,1,100,6,12,10,350.1891021151422
3,1,100,6,12,100,371.74721189591077
3,1,100,6,12,1000,330.57851239669424
3,2,1,1,1,10,12.577034335303736
3,2,1,1,1,100,12.71100264388855
3,2,1,1,1,1000,13.381685824780206
3,2,1,1,3,10,10.630494636915456
3,2,1,1,3,100,11.292672185019143
3,2,1,1,3,1000,10.8771319178559
3,2,1,1,6,10,11.822706690469717
3,2,1,1,6,100,10.692785577570813
3,2,1,1,6,1000,11.108148938060962
3,2,1,1,12,10,11.918098824875456
3,2,1,1,12,100,11.55001155001155
3,2,1,1,12,1000,11.627095784015069
3,2,1,2,1,10,10.650874969378735
3,2,1,2,1,100,10.53940684218292
3,2,1,2,1,1000,10.704575135412876
3,2,1,2,3,10,10.651782575814062
3,2,1,2,3,100,10.595016104424479
3,2,1,2,3,1000,10.444736897077561
3,2,1,2,6,10,10.97164925831651
3,2,1,2,6,100,11.057788000088463
3,2,1,2,6,1000,11.263798152737102
3,2,1,2,12,10,11.725391334935804
3,2,1,2,12,100,11.556952662721894
3,2,1,2,12,1000,11.571663310884308
3,2,1,3,1,10,9.481369109699441
3,2,1,3,1,100,9.182736455463727
3,2,1,3,1,1000,9.217439395335976
3,2,1,3,3,10,9.433962264150944
3,2,1,3,3,100,9.707795359673819
3,2,1,3,3,1000,9.648784253184099
3,2,1,3,6,10,10.200334570973927
3,2,1,3,6,100,10.237300628570258
3,2,1,3,6,1000,10.003100961298003
3,2,1,3,12,10,10.97381647389329
3,2,1,3,12,100,11.068436140657685
3,2,1,3,12,1000,11.255177381595535
3,2,1,6,1,10,9.664637092877163
3,2,1,6,1,100,9.651578033008397
3,2,1,6,1,1000,9.472387989012029
3,2,1,6,3,10,9.749439407234084
3,2,1,6,3,100,9.727626459143968
3,2,1,6,3,1000,9.62186086789185
3,2,1,6,6,10,10.356469686613227
3,2,1,6,6,100,10.44266455028665
3,2,1,6,6,1000,10.261251462228334
3,2,1,6,12,10,11.434975014579592
3,2,1,6,12,100,10.63739256233512
3,2,1,6,12,1000,10.716390719605636
3,2,2,1,1,10,12.433635470675272
3,2,2,1,1,100,12.945151393545547
3,2,2,1,1,1000,12.98616972923836
3,2,2,1,3,10,11.082665602730769
3,2,2,1,3,100,10.87736854700111
3,2,2,1,3,1000,11.199336999249644
3,2,2,1,6,10,11.52671315774307
3,2,2,1,6,100,11.32464355684405
3,2,2,1,6,1000,11.765951689002364
3,2,2,1,12,10,11.839784042339067
3,2,2,1,12,100,12.078899370689344
3,2,2,1,12,1000,12.242299593555654
3,2,2,2,1,10,11.510791366906474
3,2,2,2,1,100,11.728279226871834
3,2,2,2,1,1000,10.877960164909876
3,2,2,2,3,10,10.830833215999307
3,2,2,2,3,100,10.759514100343228
3,2,2,2,3,1000,10.888976000696895
3,2,2,2,6,10,11.66289566373539
3,2,2,2,6,100,11.144047963982437
3,2,2,2,6,1000,11.190438889013226
3,2,2,2,12,10,11.543611765249112
3,2,2,2,12,100,11.973466797576572
3,2,2,2,12,1000,11.344556881608206
3,2,2,3,1,10,9.977052778609199
3,2,2,3,1,100,10.14909013406948
3,2,2,3,1,1000,9.805844283192783
3,2,2,3,3,10,9.976057462090981
3,2,2,3,3,100,9.830908375933936
3,2,2,3,3,1000,9.685230024213075
3,2,2,3,6,10,10.332072820449238
3,2,2,3,6,100,10.30195015916513
3,2,2,3,6,1000,10.451068099159734
3,2,2,3,12,10,10.988527976792229
3,2,2,3,12,100,11.470389190305227
3,2,2,3,12,1000,10.942355670328709
3,2,2,6,1,10,10.373982053011048
3,2,2,6,1,100,10.305028854080792
3,2,2,6,1,1000,10.829073897600278
3,2,2,6,3,10,10.19607043445456
3,2,2,6,3,100,9.883376161296699
3,2,2,6,3,1000,10.350359674998707
3,2,2,6,6,10,10.360117690936969
3,2,2,6,6,100,10.515357679891482
3,2,2,6,6,1000,11.289867344058708
3,2,2,6,12,10,10.823565065861393
3,2,2,6,12,100,10.733298986776576
3,2,2,6,12,1000,11.114939590303328
3,2,3,1,1,10,13.199751844665322
3,2,3,1,1,100,13.399616770960352
3,2,3,1,1,1000,13.506395278164211
3,2,3,1,3,10,11.655283339937995
3,2,3,1,3,100,11.56938740093712
3,2,3,1,3,1000,12.774002350416433
3,2,3,1,6,10,12.052694379828612
3,2,3,1,6,100,11.988682683546731
3,2,3,1,6,1000,11.977051968428492
3,2,3,1,12,10,12.532584720272709
3,2,3,1,12,100,12.278827617539077
3,2,3,1,12,1000,12.920731313392338
3,2,3,2,1,10,11.77426381415502
3,2,3,2,1,100,12.098920776266755
3,2,3,2,1,1000,12.353304508956146
3,2,3,2,3,10,11.3412116950575
3,2,3,2,3,100,11.166073003785298
3,2,3,2,3,1000,11.518614080353851
3,2,3,2,6,10,12.002064355069072
3,2,3,2,6,100,12.16559812163165
3,2,3,2,6,1000,11.964871138337841
3,2,3,2,12,10,12.219859716010461
3,2,3,2,12,100,11.956144860651133
3,2,3,2,12,1000,12.685847668341198
3,2,3,3,1,10,10.992393263861407
3,2,3,3,1,100,11.30211688649284
3,2,3,3,1,1000,10.426658881428036
3,2,3,3,3,10,10.45828191344726
3,2,3,3,3,100,10.668373606443698
3,2,3,3,3,1000,10.80637143659902
3,2,3,3,6,10,11.684836587560323
3,2,3,3,6,100,10.90346075844473
3,2,3,3,6,1000,10.671447475135528
3,2,3,3,12,10,11.260373619196685
3,2,3,3,12,100,11.315801385054089
3,2,3,3,12,1000,11.52179924416997
3,2,3,6,1,10,11.299307352459294
3,2,3,6,1,100,11.346487694734096
3,2,3,6,1,1000,11.067088691648776
3,2,3,6,3,10,10.573059843518715
3,2,3,6,3,100,10.963589917882711
3,2,3,6,3,1000,10.880090522353145
3,2,3,6,6,10,11.561228264890861
3,2,3,6,6,100,11.48488015527558
3,2,3,6,6,1000,10.765885063411062
3,2,3,6,12,10,12.282899746972266
3,2,3,6,12,100,11.688934086100687
3,2,3,6,12,1000,12.06752989730532
3,2,10,1,1,10,19.52667343591346
3,2,10,1,1,100,19.73749136484753
3,2,10,1,1,1000,20.26917463920869
3,2,10,1,3,10,18.514404206472637
3,2,10,1,3,100,18.368171632195732
3,2,10,1,3,1000,19.025513213218925
3,2,10,1,6,10,18.49522823111637
3,2,10,1,6,100,18.45529205499677
3,2,10,1,6,1000,18.49420206765179
3,2,10,1,12,10,18.947288642995186
3,2,10,1,12,100,18.738873793685
3,2,10,1,12,1000,19.248907624492308
3,2,10,2,1,10,19.67380825906471
3,2,10,2,1,100,19.72347685449991
3,2,10,2,1,1000,19.640577432976528
3,2,10,2,3,10,18.73711823121604
3,2,10,2,3,100,19.498878814468167
3,2,10,2,3,1000,19.118996635056593
3,2,10,2,6,10,18.854406274746406
3,2,10,2,6,100,18.542211344124897
3,2,10,2,6,1000,18.810074675996464
3,2,10,2,12,10,20.31653156173178
3,2,10,2,12,100,18.38032569937139
3,2,10,2,12,1000,18.71082421180653
3,2,10,3,1,10,19.57100360106466
3,2,10,3,1,100,19.34947079197384
3,2,10,3,1,1000,19.763236427597384
3,2,10,3,3,10,19.228180821812447
3,2,10,3,3,100,18.50344164014507
3,2,10,3,3,1000,19.379469390128097
3,2,10,3,6,10,18.719931110653516
3,2,10,3,6,100,18.659501418122108
3,2,10,3,6,1000,18.48394669229774
3,2,10,3,12,10,21.619284401686304
3,2,10,3,12,100,18.919327985469955
3,2,10,3,12,1000,21.11397322748195
3,2,10,6,1,10,19.716865807011317
3,2,10,6,1,100,20.960845141276096
3,2,10,6,1,1000,20.3334688897926
3,2,10,6,3,10,18.625789267820224
3,2,10,6,3,100,18.931147416844933
3,2,10,6,3,1000,18.381339264378802
3,2,10,6,6,10,18.79981952173259
3,2,10,6,6,100,18.61469443979077
3,2,10,6,6,1000,19.19975424314569
3,2,10,6,12,10,19.727367777317472
3,2,10,6,12,100,18.62232071360733
3,2,10,6,12,1000,19.503822749258855
3,2,100,1,1,10,179.30465654193037
3,2,100,1,1,100,179.94997390725376
3,2,100,1,1,1000,175.9479194158529
3,2,100,1,3,10,178.95170093591742
3,2,100,1,3,100,167.9514956080684
3,2,100,1,3,1000,174.01896806751935
3,2,100,1,6,10,167.70363413775178
3,2,100,1,6,100,184.0569840422595
3,2,100,1,6,1000,174.5566261695294
3,2,100,1,12,10,171.34436791062677
3,2,100,1,12,100,179.40115893148672
3,2,100,1,12,1000,179.96940520111582
3,2,100,2,1,10,191.1168870881431
3,2,100,2,1,100,183.42565758098243
3,2,100,2,1,1000,174.39528435151115
3,2,100,2,3,10,176.30776283079743
3,2,100,2,3,100,180.87107509767037
3,2,100,2,3,1000,181.91410016190355
3,2,100,2,6,10,173.17816569686892
3,2,100,2,6,100,167.68676113020877
3,2,100,2,6,1000,175.43859649122808
3,2,100,2,12,10,186.58805090122027
3,2,100,2,12,100,177.39617888630679
3,2,100,2,12,1000,181.218513283317
3,2,100,3,1,10,178.87167745859122
3,2,100,3,1,100,181.8810134410069
3,2,100,3,1,1000,171.19769910292405
3,2,100,3,3,10,176.0377424919903
3,2,100,3,3,100,167.52102388849798
3,2,100,3,3,1000,186.60894230051505
3,2,100,3,6,10,184.28084400626557
3,2,100,3,6,100,184.9078234500102
3,2,100,3,6,1000,178.4312326029548
3,2,100,3,12,10,184.84288354898337
3,2,100,3,12,100,178.60970207901693
3,2,100,3,12,1000,176.21145374449338
3,2,100,6,1,10,181.33352675576185
3,2,100,6,1,100,179.21146953405017
3,2,100,6,1,1000,183.38192954466268
3,2,100,6,3,10,187.42034635280007
3,2,100,6,3,100,182.03331209611358
3,2,100,6,3,1000,176.99115044247787
3,2,100,6,6,10,190.81784528489106
3,2,100,6,6,100,183.50644107608176
3,2,100,6,6,1000,171.41485823991223
3,2,100,6,12,10,184.32160433524413
3,2,100,6,12,100,181.13973118863893
3,2,100,6,12,1000,171.23287671232876
3,10,1,1,1,10,12.66977498479627
3,10,1,1,1,100,12.465097726366174
3,10,1,1,1,1000,13.285682020486522
3,10,1,1,3,10,7.588980799878576
3,10,1,1,3,100,7.964319847085059
3,10,1,1,3,1000,7.78089013383131
3,10,1,1,6,10,6.889424733034792
3,10,1,1,6,100,7.045726766715987
3,10,1,1,6,1000,6.806425265450585
3,10,1,1,12,10,7.5392038600723765
3,10,1,1,12,100,7.120985544399345
3,10,1,1,12,1000,6.9429979865305835
3,10,1,2,1,10,10.654279291277343
3,10,1,2,1,100,11.73075569528189
3,10,1,2,1,1000,11.27039942295555
3,10,1,2,3,10,7.110858280594468
3,10,1,2,3,100,7.044237813468583
3,10,1,2,3,1000,6.924728204417977
3,10,1,2,6,10,6.636140420731302
3,10,1,2,6,100,6.588483331137172
3,10,1,2,6,1000,6.643194047698133
3,10,1,2,12,10,7.06164818868724
3,10,1,2,12,100,6.802258349772124
3,10,1,2,12,1000,6.612881893929375
3,10,1,3,1,10,10.847045807074442
3,10,1,3,1,100,11.183430629179808
3,10,1,3,1,1000,10.99529401416194
3,10,1,3,3,10,6.287331027978623
3,10,1,3,3,100,6.379178361826996
3,10,1,3,3,1000,6.1515748031496065
3,10,1,3,6,10,5.796429399489914
3,10,1,3,6,100,5.808550185873606
3,10,1,3,6,1000,5.72442612628084
3,10,1,3,12,10,6.0270009643201545
3,10,1,3,12,100,5.965875193890944
3,10,1,3,12,1000,5.95876534382076
3,10,1,6,1,10,10.87216508295462
3,10,1,6,1,100,10.635921762159517
3,10,1,6,1,1000,11.490158679091358
3,10,1,6,3,10,6.79532481652623
3,10,1,6,3,100,6.445790898543251
3,10,1,6,3,1000,6.552650547146321
3,10,1,6,6,10,5.941417622244668
3,10,1,6,6,100,5.846243788365975
3,10,1,6,6,1000,5.762028233938346
3,10,1,6,12,10,6.172077521293668
3,10,1,6,12,100,6.148170919151553
3,10,1,6,12,1000,6.22975330176925
3,10,2,1,1,10,11.915258680265948
3,10,2,1,1,100,12.11621877044612
3,10,2,1,1,1000,12.263618748620344
3,10,2,1,3,10,7.327617791455998
3,10,2,1,3,100,7.4632435256362415
3,10,2,1,3,1000,7.845598619174643
3,10,2,1,6,10,6.800408024481469
3,10,2,1,6,100,6.590220113351786
3,10,2,1,6,1000,6.501527859046876
3,10,2,1,12,10,7.01213098660683
3,10,2,1,12,100,7.391529307413704
3,10,2,1,12,1000,6.571165724799579
3,10,2,2,1,10,10.981529068107442
3,10,2,2,1,100,10.799136069114471
3,10,2,2,1,1000,10.896925977181837
3,10,2,2,3,10,6.5608187901850155
3,10,2,2,3,100,6.578514571409776
3,10,2,2,3,1000,6.539794650447976
3,10,2,2,6,10,6.569870573549701
3,10,2,2,6,100,6.363752068219422
3,10,2,2,6,1000,6.253908692933083
3,10,2,2,12,10,6.980802792321117
3,10,2,2,12,100,6.616819956328988
3,10,2,2,12,1000,6.920415224913495
3,10,2,3,1,10,10.315020733191673
3,10,2,3,1,100,10.081559818935185
3,10,2,3,1,1000,10.871219533407258
3,10,2,3,3,10,5.975143403441683
3,10,2,3,3,100,5.808212812917465
3,10,2,3,3,1000,5.72442612628084
3,10,2,3,6,10,5.569789461958338
3,10,2,3,6,100,5.371434710211098
3,10,2,3,6,1000,5.498130635583902
3,10,2,3,12,10,5.658989304510214
3,10,2,3,12,100,5.835327070082278
3,10,2,3,12,1000,5.785697755149271
3,10,2,6,1,10,10.577645204624547
3,10,2,6,1,100,10.034115994380896
3,10,2,6,1,1000,10.762524888338804
3,10,2,6,3,10,6.615506747816883
3,10,2,6,3,100,6.202704379109291
3,10,2,6,3,1000,5.932253663166637
3,10,2,6,6,10,5.634755169887868
3,10,2,6,6,100,5.5816030363920515
3,10,2,6,6,1000,5.570099704784716
3,10,2,6,12,10,5.915409642117717
3,10,2,6,12,100,5.95628089820716
3,10,2,6,12,1000,6.089392278650591
3,10,3,1,1,10,12.736419792396358
3,10,3,1,1,100,12.449579204222898
3,10,3,1,1,1000,11.896547621880131
3,10,3,1,3,10,7.296607077708865
3,10,3,1,3,100,7.442137381856069
3,10,3,1,3,1000,7.103281716152862
3,10,3,1,6,10,6.97350069735007
3,10,3,1,6,100,6.44039415212211
3,10,3,1,6,1000,6.271951831409935
3,10,3,1,12,10,6.8756875687568755
3,10,3,1,12,100,6.82081713389264
3,10,3,1,12,1000,6.905123601712471
